time_s,vx_target,vx_actual,vx_error,vx_target_source,vx_actual_source,pitch_actual,pitch_actual_source,pitch_rate_q,pwm_mean,pwm_std,pwm_1,pwm_2,pwm_3,pwm_4,pwm_5,pwm_6,pwm_7,pwm_8,ctrl_vx_dX2Vx,ctrl_vx_var,ctrl_vx_delta,ctrl_vx_p,ctrl_vx_int,ctrl_vx_d,ctrl_ele_ffc,ctrl_theta_trim,ctrl_theta_var,ctrl_delta_theta,ctrl_theta_p,ctrl_theta_d,ctrl_ele_fbc,ctrl_ele_law_out
0.0,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.009999999776482582,states_theta,0.0,2.001160503675294e-06,2.5933919673481494e-06,4.837517018361264e-06,0.0,0.0,5.721607646297107e-06,5.450159364743981e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.0,0.0
0.263,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.009999999776482582,states_theta,0.0,2.001160503675294e-06,2.5933919673481494e-06,4.837517018361264e-06,0.0,0.0,5.721607646297107e-06,5.450159364743981e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.0,0.0
1.146,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.009999999776482582,states_theta,0.0,2.001160503675294e-06,2.5933919673481494e-06,4.837517018361264e-06,0.0,0.0,5.721607646297107e-06,5.450159364743981e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.0,0.0
1.572,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.009999999776482582,states_theta,0.0,2.001160503675294e-06,2.5933919673481494e-06,4.837517018361264e-06,0.0,0.0,5.721607646297107e-06,5.450159364743981e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.0,0.0
1.987,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.009999999776482582,states_theta,0.0,2.001160503675294e-06,2.5933919673481494e-06,4.837517018361264e-06,0.0,0.0,5.721607646297107e-06,5.450159364743981e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.0,0.0
2.406,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.009999999776482582,states_theta,0.0,2.001160503675294e-06,2.5933919673481494e-06,4.837517018361264e-06,0.0,0.0,5.721607646297107e-06,5.450159364743981e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.0,0.0
2.813,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.009999999776482582,states_theta,0.0,2.001160503675294e-06,2.5933919673481494e-06,4.837517018361264e-06,0.0,0.0,5.721607646297107e-06,5.450159364743981e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.0,0.0
3.689,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.009999999776482582,states_theta,0.0,2.001160503675294e-06,2.5933919673481494e-06,4.837517018361264e-06,0.0,0.0,5.721607646297107e-06,5.450159364743981e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.0,0.0
4.092,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.009999999776482582,states_theta,0.0,2.001160503675294e-06,2.5933919673481494e-06,4.837517018361264e-06,0.0,0.0,5.721607646297107e-06,5.450159364743981e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.0,0.0
4.529,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.009999999776482582,states_theta,0.0,2.001160503675294e-06,2.5933919673481494e-06,4.837517018361264e-06,0.0,0.0,5.721607646297107e-06,5.450159364743981e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.0,0.0
4.938,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.009999999776482582,states_theta,0.0,2.001160503675294e-06,2.5933919673481494e-06,4.837517018361264e-06,0.0,0.0,5.721607646297107e-06,5.450159364743981e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.0,0.0
6.237,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.009999999776482582,states_theta,0.0,2.001160503675294e-06,2.5933919673481494e-06,4.837517018361264e-06,0.0,0.0,5.721607646297107e-06,5.450159364743981e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.0,0.0
6.696,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.009999999776482582,states_theta,0.0,2.001160503675294e-06,2.5933919673481494e-06,4.837517018361264e-06,0.0,0.0,5.721607646297107e-06,5.450159364743981e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.0,0.0
7.531,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.009999999776482582,states_theta,0.0,2.001160503675294e-06,2.5933919673481494e-06,4.837517018361264e-06,0.0,0.0,5.721607646297107e-06,5.450159364743981e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.0,0.0
7.957,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.009999999776482582,states_theta,0.0,2.001160503675294e-06,2.5933919673481494e-06,4.837517018361264e-06,0.0,0.0,5.721607646297107e-06,5.450159364743981e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.0,0.0
8.381,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.009999999776482582,states_theta,0.0,2.001160503675294e-06,2.5933919673481494e-06,4.837517018361264e-06,0.0,0.0,5.721607646297107e-06,5.450159364743981e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.0,0.0
8.799,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.009999999776482582,states_theta,0.0,2.001160503675294e-06,2.5933919673481494e-06,4.837517018361264e-06,0.0,0.0,5.721607646297107e-06,5.450159364743981e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.0,0.0
9.226,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.009999999776482582,states_theta,0.0,2.001160503675294e-06,2.5933919673481494e-06,4.837517018361264e-06,0.0,0.0,5.721607646297107e-06,5.450159364743981e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.0,0.0
9.67,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.009999999776482582,states_theta,0.0,2.001160503675294e-06,2.5933919673481494e-06,4.837517018361264e-06,0.0,0.0,5.721607646297107e-06,5.450159364743981e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.0,0.0
10.089,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.009999999776482582,states_theta,0.0,2.001160503675294e-06,2.5933919673481494e-06,4.837517018361264e-06,0.0,0.0,5.721607646297107e-06,5.450159364743981e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.0,0.0
