time_s,vx_target,vx_actual,vx_error,vx_target_source,vx_actual_source,pitch_actual,pitch_actual_source,pitch_rate_q,pwm_mean,pwm_std,pwm_1,pwm_2,pwm_3,pwm_4,pwm_5,pwm_6,pwm_7,pwm_8,ctrl_vx_dX2Vx,ctrl_vx_var,ctrl_vx_delta,ctrl_vx_p,ctrl_vx_int,ctrl_vx_d,ctrl_ele_ffc,ctrl_theta_trim,ctrl_theta_var,ctrl_delta_theta,ctrl_theta_p,ctrl_theta_d,ctrl_ele_fbc,ctrl_ele_law_out
0.0,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.14999999105930328,states_theta,-0.012004445306956768,1.1805884605378907e-06,1.8746628122658468e-06,0.0,1.0712101031613093e-06,0.0,2.949821907733251e-06,0.0,5.423675673408567e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14999999105930328,0.0,0.0,0.0,0.0
0.061,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.14999999105930328,states_theta,-0.012004445306956768,1.1805884605378907e-06,1.8746628122658468e-06,0.0,1.0712101031613093e-06,0.0,2.949821907733251e-06,0.0,5.423675673408567e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14999999105930328,0.0,0.0,0.0,0.0
0.374,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.1599999964237213,states_theta,-0.012004445306956768,1.1805884605378907e-06,1.8746628122658468e-06,0.0,1.0712101031613093e-06,0.0,2.949821907733251e-06,0.0,5.423675673408567e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1599999964237213,0.0,0.0,0.0,0.0
0.669,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.1599999964237213,states_theta,-0.012004445306956768,1.1805884605378907e-06,1.8746628122658468e-06,0.0,1.0712101031613093e-06,0.0,2.949821907733251e-06,0.0,5.423675673408567e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1599999964237213,0.0,0.0,0.0,0.0
0.971,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.1599999964237213,states_theta,-0.012004445306956768,1.1805884605378907e-06,1.8746628122658468e-06,0.0,1.0712101031613093e-06,0.0,2.949821907733251e-06,0.0,5.423675673408567e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1599999964237213,0.0,0.0,0.0,0.0
1.301,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.1599999964237213,states_theta,-0.012004445306956768,1.1805884605378907e-06,1.8746628122658468e-06,0.0,1.0712101031613093e-06,0.0,2.949821907733251e-06,0.0,5.423675673408567e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1599999964237213,0.0,0.0,0.0,0.0
1.585,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.17000000178813934,states_theta,-0.012004445306956768,1.1805884605378907e-06,1.8746628122658468e-06,0.0,1.0712101031613093e-06,0.0,2.949821907733251e-06,0.0,5.423675673408567e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17000000178813934,0.0,0.0,0.0,0.0
1.881,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.17000000178813934,states_theta,-0.012004445306956768,1.1805884605378907e-06,1.8746628122658468e-06,0.0,1.0712101031613093e-06,0.0,2.949821907733251e-06,0.0,5.423675673408567e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17000000178813934,0.0,0.0,0.0,0.0
2.169,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.17000000178813934,states_theta,-0.012004445306956768,1.1805884605378907e-06,1.8746628122658468e-06,0.0,1.0712101031613093e-06,0.0,2.949821907733251e-06,0.0,5.423675673408567e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17000000178813934,0.0,0.0,0.0,0.0
2.503,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.17000000178813934,states_theta,-0.012004445306956768,1.1805884605378907e-06,1.8746628122658468e-06,0.0,1.0712101031613093e-06,0.0,2.949821907733251e-06,0.0,5.423675673408567e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17000000178813934,0.0,0.0,0.0,0.0
2.791,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.17999999225139618,states_theta,-0.012004445306956768,1.1805884605378907e-06,1.8746628122658468e-06,0.0,1.0712101031613093e-06,0.0,2.949821907733251e-06,0.0,5.423675673408567e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17999999225139618,0.0,0.0,0.0,0.0
3.1,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.17999999225139618,states_theta,-0.012004445306956768,1.1805884605378907e-06,1.8746628122658468e-06,0.0,1.0712101031613093e-06,0.0,2.949821907733251e-06,0.0,5.423675673408567e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17999999225139618,0.0,0.0,0.0,0.0
