time_s,vx_target,vx_actual,vx_error,vx_target_source,vx_actual_source,pitch_actual,pitch_actual_source,pitch_rate_q,pwm_mean,pwm_std,pwm_1,pwm_2,pwm_3,pwm_4,pwm_5,pwm_6,pwm_7,pwm_8,ctrl_vx_dX2Vx,ctrl_vx_var,ctrl_vx_delta,ctrl_vx_p,ctrl_vx_int,ctrl_vx_d,ctrl_ele_ffc,ctrl_theta_trim,ctrl_theta_var,ctrl_delta_theta,ctrl_theta_p,ctrl_theta_d,ctrl_ele_fbc,ctrl_ele_law_out
0.0,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.07999999821186066,states_theta,-0.007002596277743578,1.2885924889731455e-06,2.211883212834039e-06,0.0,7.109872922597467e-08,5.200918332194908e-06,0.0,5.036722850364281e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07999999821186066,0.0,0.0,0.0,0.0
0.057,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.07999999821186066,states_theta,-0.007002596277743578,1.2885924889731455e-06,2.211883212834039e-06,0.0,7.109872922597467e-08,5.200918332194908e-06,0.0,5.036722850364281e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07999999821186066,0.0,0.0,0.0,0.0
0.372,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.07999999821186066,states_theta,-0.007002596277743578,1.2885924889731455e-06,2.211883212834039e-06,0.0,7.109872922597467e-08,5.200918332194908e-06,0.0,5.036722850364281e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07999999821186066,0.0,0.0,0.0,0.0
0.717,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.08999999612569809,states_theta,-0.007002596277743578,1.2885924889731455e-06,2.211883212834039e-06,0.0,7.109872922597467e-08,5.200918332194908e-06,0.0,5.036722850364281e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08999999612569809,0.0,0.0,0.0,0.0
1.079,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.08999999612569809,states_theta,-0.007002596277743578,1.2885924889731455e-06,2.211883212834039e-06,0.0,7.109872922597467e-08,5.200918332194908e-06,0.0,5.036722850364281e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08999999612569809,0.0,0.0,0.0,0.0
1.418,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.08999999612569809,states_theta,-0.007002596277743578,1.2885924889731455e-06,2.211883212834039e-06,0.0,7.109872922597467e-08,5.200918332194908e-06,0.0,5.036722850364281e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08999999612569809,0.0,0.0,0.0,0.0
1.768,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.08999999612569809,states_theta,-0.007002596277743578,1.2885924889731455e-06,2.211883212834039e-06,0.0,7.109872922597467e-08,5.200918332194908e-06,0.0,5.036722850364281e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08999999612569809,0.0,0.0,0.0,0.0
2.082,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.08999999612569809,states_theta,-0.007002596277743578,1.2885924889731455e-06,2.211883212834039e-06,0.0,7.109872922597467e-08,5.200918332194908e-06,0.0,5.036722850364281e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08999999612569809,0.0,0.0,0.0,0.0
2.402,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.08999999612569809,states_theta,-0.007002596277743578,1.2885924889731455e-06,2.211883212834039e-06,0.0,7.109872922597467e-08,5.200918332194908e-06,0.0,5.036722850364281e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08999999612569809,0.0,0.0,0.0,0.0
2.73,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.08999999612569809,states_theta,-0.007002596277743578,1.2885924889731455e-06,2.211883212834039e-06,0.0,7.109872922597467e-08,5.200918332194908e-06,0.0,5.036722850364281e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08999999612569809,0.0,0.0,0.0,0.0
3.052,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.09999999403953552,states_theta,-0.007002596277743578,1.2885924889731455e-06,2.211883212834039e-06,0.0,7.109872922597467e-08,5.200918332194908e-06,0.0,5.036722850364281e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999403953552,0.0,0.0,0.0,0.0
3.383,0.0,0.0,0.0,datactrl_ref_vx_fallback,datactrl_est_vx_fallback,-0.09999999403953552,states_theta,-0.007002596277743578,1.2885924889731455e-06,2.211883212834039e-06,0.0,7.109872922597467e-08,5.200918332194908e-06,0.0,5.036722850364281e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999403953552,0.0,0.0,0.0,0.0
