timestamp,category,lat,lon,alt,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,esc1_err,esc2_err,esc3_err,esc4_err,esc5_err,esc6_err,esc1_rpm,esc2_rpm,esc3_rpm,esc4_rpm,esc5_rpm,esc6_rpm,esc1_pct,esc2_pct,esc3_pct,esc4_pct,esc5_pct,esc6_pct,gcs_cmd_idx,gcs_mission,gcs_val,gcs_fail,ftb_roll,ftb_pitch,ftb_yaw,ftb_col,ftb_switch,ftb_fail,laser_radar,avoidance,guide
2026-01-21 10:06:57.511,avoiflag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,00
2026-01-21 10:06:57.534,fcs_datafutaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,000,,
2026-01-21 10:06:57.552,fcs_line_aim2ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:57.625,fcs_line_ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:57.706,fcs_param,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:58.016,fcs_esc,,,,,,,,,,,,,0,0,0,0,00,0,0,0,0,00,0,0,0,0,00,,,,,,,,,,
2026-01-21 10:06:58.045,fcs_pwms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:58.056,fcs_states,0.000000,0.000000,0.00,0.00,0.000.00,0.00,0.000.00,0.00,0.000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:58.057,fcs_datactrl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:58.062,avoiflag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,00
2026-01-21 10:06:58.107,fcs_datafutaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,000,,
2026-01-21 10:06:58.230,fcs_line_aim2ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:58.260,fcs_line_ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:58.263,fcs_param,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:58.287,fcs_esc,,,,,,,,,,,,,0,0,0,0,00,0,0,0,0,00,0,0,0,0,00,,,,,,,,,,
2026-01-21 10:06:58.408,fcs_pwms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:58.427,fcs_states,0.000000,0.000000,0.00,0.00,0.000.00,0.00,0.000.00,0.00,0.000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:58.451,fcs_datactrl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:58.471,avoiflag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,00
2026-01-21 10:06:58.499,fcs_datafutaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,000,,
2026-01-21 10:06:58.518,fcs_line_aim2ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:58.539,fcs_line_ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:58.565,fcs_param,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:58.583,fcs_esc,,,,,,,,,,,,,0,0,0,0,00,0,0,0,0,00,0,0,0,0,00,,,,,,,,,,
2026-01-21 10:06:58.702,fcs_pwms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:58.723,fcs_states,0.000000,0.000000,0.00,0.00,0.000.00,0.00,0.000.00,0.00,0.000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:58.748,fcs_datactrl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:58.769,avoiflag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,00
2026-01-21 10:06:58.791,fcs_datafutaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,000,,
2026-01-21 10:06:58.826,fcs_line_aim2ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:58.847,fcs_line_ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:58.973,fcs_param,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:58.997,fcs_esc,,,,,,,,,,,,,0,0,0,0,00,0,0,0,0,00,0,0,0,0,00,,,,,,,,,,
2026-01-21 10:06:59.136,fcs_pwms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:59.165,fcs_states,0.000000,0.000000,0.00,0.00,0.000.00,0.00,0.000.00,0.00,0.000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:59.185,fcs_datactrl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:59.214,avoiflag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,00
2026-01-21 10:06:59.241,fcs_datafutaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,000,,
2026-01-21 10:06:59.263,fcs_line_aim2ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:59.319,fcs_line_ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:59.338,fcs_param,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:59.356,fcs_esc,,,,,,,,,,,,,0,0,0,0,00,0,0,0,0,00,0,0,0,0,00,,,,,,,,,,
2026-01-21 10:06:59.476,fcs_pwms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:59.501,fcs_states,0.000000,0.000000,0.00,0.00,0.000.00,0.00,0.000.00,0.00,0.000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:59.523,fcs_datactrl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:59.543,avoiflag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,00
2026-01-21 10:06:59.579,fcs_datafutaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,000,,
2026-01-21 10:06:59.585,fcs_line_aim2ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:59.608,fcs_line_ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:59.627,fcs_param,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:59.650,fcs_esc,,,,,,,,,,,,,0,0,0,0,00,0,0,0,0,00,0,0,0,0,00,,,,,,,,,,
2026-01-21 10:06:59.772,fcs_pwms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:59.799,fcs_states,0.000000,0.000000,0.00,0.00,0.000.00,0.00,0.000.00,0.00,0.000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:59.819,fcs_datactrl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:59.839,avoiflag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,00
2026-01-21 10:06:59.863,fcs_datafutaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,000,,
2026-01-21 10:06:59.889,fcs_line_aim2ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:59.913,fcs_line_ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:59.936,fcs_param,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:06:59.964,fcs_esc,,,,,,,,,,,,,0,0,0,0,00,0,0,0,0,00,0,0,0,0,00,,,,,,,,,,
2026-01-21 10:07:00.084,fcs_pwms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:07:00.111,fcs_states,0.000000,0.000000,0.00,0.00,0.000.00,0.00,0.000.00,0.00,0.000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:07:00.130,fcs_datactrl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:07:00.154,avoiflag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,00
